artist,title,album,lyrics,explicit,explict,Artist,Title,Album,Lyrics
Xamã,Taxi Drive,O Iluminado,"Deite uma delícia, uma delícia sério?
Já fui presa, ah-ah-ah
Tipo: Tá presa
Eu vou chorar, chorei bastante já
Eu queria assim que Deus tivesse piedade
Não tô falando sério gente, é foda pa' caralho
Pa' caralho

Separa fifty-fifty, eu roubei da internet
Algum beat que me lembre Nikiti City
O tempo faz tac-tic
Tô nessa chuva pedindo um táxi
Como se nada mais me importasse
Coloque seu sorriso numa morfossintaxe
Colei seu coração com durex
Como vilão sucumba ao meu ápice
Sou dessas coisas que se mandam só por direct
Cedemos empate, ey, ow

Taxi Drive
Eu vi você fingir que era feliz numa live, pô'
Numa leve, vamo' fugir daqui numa nave
Fazer um filho ou algo que preste

A vida é um teste, test drive
Eu vi você fingir que era feliz numa love, pô'
Numa leve, vamo' fugir daqui numa nave
Fazer um filho ou algo que preste

Olha quem voltou
'Cês pediram e olha quem voltou
Ignora o início e finge que a track nem começou
Aqui quem fala é o RDjack, os inimigo tem pavor
Vem pra ver, me envolvi, Xamãzin' que foi pivô
Por favor, se eu pifar, vê se avisa pros meus avô
Que é muita treta e no Pavão-Pavãozinho deu mó caô
Homem mau com vocação de homem bom
Mas se estressou, matou
Toma aí de brinde o pilantra que provocou
Qual foi? Vai dizer que a minha vida não tem valor?
Vai lá no Vilar e pergunta se o Major já vacilou
Quatro flow, quatro ahn, quatro bala no tambor
Sai do Instagram e para de cantar o que num passou
Ycaro, olha aquele cara ali que me encarou
Mandadão, quer saber da minha vida? Joga tarô
Quatro flow, quatro ahn, quatro bala no tambor
Sai do Instagram e para de cantar o que num passou

Taxi Drive
Eu vi você fingir que era feliz numa live, pô'
Numa leve, vamo' fugir daqui numa nave
Fazer um filho ou algo que preste

A vida é um teste, test drive
Eu vi você fingir que era feliz numa love, pô'
Numa leve, vamo' fugir daqui numa nave
Fazer um filho ou algo que preste

E no pique de putão, viemo' de Plutão
Zuando teu plantão amores de Platão
É fogo no latão, Robin Hood, cosmonauta ladrão
Xamã no bagulho, pedala na área
Que o zagueiro deles é lerdão, sou ratão
Sou Mob Malcolm X
Meu bem a culpa é das estrelas
E também dos meus directs
O amor vagabundo se comporta nos boombaps
Martin ataca, AK Xamã 40 e sex
Cocaína para o Luthor Lex
Taca taca, é meio a meio, então passa faca
Sou Jason X
O amor vagabundo se comporta nos boombaps
Matin ataca, AK Xamã 40 e sex
Sex, ey, ow

Taxi Drive
Eu vi você fingir que era feliz numa live
Numa leve, com uma nove
Fizemo' rap ou algo que preste",True,,,,,
Raimundos,O Gato da Rosinha,Cantigas de Garagem,"Rosa criava um gatinho, era muito bonitinho
Cheiroso e muito ensinado
Por ser muito divertido, ficou sendo conhecido
Pelo nome de Danado

Ela lavava o Danado, deixava bem perfumado
E saía na janela junto com o namorado
Que estava acostumado
A cheirar o Danado dela, viu?

Ele beijava, beijava o Danado dela
Ele cheirava, cheirava o Danado dela
Passava a mão no Danado dela
Alisava, alisava o Danado dela

Quando Rosa se casou e o Danado carregou
Que foi criado mais ela
Seu marido Bastião, dormia passando a mão
Em cima do Danado dela, viu!?

Ele beijava, beijava o Danado dela
Ele cheirava, cheirava o Danado dela
Passava a mão no Danado dela
Alisava, alisava o Danado dela

Ele beijava, beijava o Danado dela
Ele cheirava, cheirava o Danado dela
Passava a mão no Danado dela
Alisava, alisava o Danado dela

Cacete!

Rosa criava um gatinho, era muito bonitinho
Cheiroso e muito ensinado
Por ser muito divertido, ficou sendo conhecido
Pelo nome de Danado

Ela lavava o Danado, deixava bem perfumado
E saía na janela junto com o namorado
Que estava acostumado
A cheirar o Danado dela, viu?

Ele beijava, beijava o Danado dela
Ele cheirava, cheirava o Danado dela
Passava a mão no Danado dela
Alisava, alisava o Danado dela

Ele beijava, beijava o Danado dela
Ele cheirava, cheirava o Danado dela
Passava a mão no Danado dela
Alisava, alisava o Danado dela

Aê!
Yeah!",False,,,,,
MC Rick,Lá no PPG,RICKNELSO,"(Oh fé)
É o Win que lançou

Lá no PPG
Brota pra me ver
Pro lance escondido
Lance proibido
Mente pro seu pai
Mente pra sua mãe
Vem se satisfazer

Na nave, giro até mais tarde
Te busco de Audi na porta de casa
Maldade nunca é novidade
Eu te chamar pro 'fight e você não negar

Hoje vai fuder, comigo
A pegada é de bandido
Tu nunca vai esquecer de mim
Isso é o Rick e o Leozin, e o Cabelinho

Hoje vai fuder, comigo
A pegada é de bandido
Tu nunca vai esquecer de mim
Isso é o Rick e o Leozin, e o Cabelinho

Peita de time, eu tava pro crime
Ela me prendeu, menor sagaz de todos
Agora menor sagaz só seu
Seus pais interrompeu porque quer um herdeiro pra sua filha
Mas ela já fez 18 e é dona da própria vida

Pia, brota, princesa é sempre bem-vinda
Ela nunca colou em quebrada e hoje vai conhecer a minha
Pia, brota, princesa é sempre bem-vinda
Ela nunca colou em quebrada e hoje vai conhecer a minha
É incrível, sem pedir o endereço ela vem me ver, postou foto no Insta na laje

Lá no PPG
Brota pra me ver
Pro lance escondido
Lance proibido
Mente pro seu pai
Mente pra sua mãe
Vem se satisfazer

Na nave, giro até mais tarde
Te busco de Audi na porta de casa
Maldade nunca é novidade
Eu te chamar pro 'fight e você não negar

Hoje vai fuder, comigo
A pegada é de bandido
Tu nunca vai esquecer de mim
Isso é o Rick e o Leozin, e o Cabelinho",True,,,,,
Racionais MC’s,Pânico na Zona Sul (ao vivo),Racionais 3 décadas,"Yeah
1989, Consciência Black 1!
Racionais Mc's!

Então, todo dia escurece
Só quem é de lá sabe o que acontece
Ao que me parece prevalece a ignorância
E nós estamos sós
Ninguém quer ouvir a nossa voz
Cheia de razões, calibres em punho
Dificilmente um testemunho vai aparecer
E pode crer, a verdade se omite
Pois quem garante o meu dia seguinte

Justiceiros são chamados por eles mesmos
Matam, humilham e dão tiros a esmo
E a polícia não demonstra sequer vontade
De resolver ou apurar a verdade
Pois simplesmente é conveniente
E por que ajudariam se eles os julgam delinquentes
E as ocorrências prosseguem sem problema nenhum
Continua-se o pânico na Zona Sul!

Pânico na Zona Sul (pânico)
Pânico na Zona Sul (pânico na Zona Sul)
Pânico na Zona Sul
Pânico na Zona Sul

Eu não sei se eles
Estão ou não autorizados
De decidir que é certo ou errado
Inocente ou culpado, retrato falado
Não existe mais justiça ou estou enganado?
Se eu fosse citar o nome de todos que se foram
O meu tempo não daria pra falar mas
Eu vou lembrar que ficou por isso mesmo
E então, que segurança se tem em tal situação
Quantos terão que sofrer pra se tomar providência
Ou vão dar mais algum tempo e assistir a sequência
E com certeza ignorar a procedência

O sensacionalismo pra eles é o máximo
Acabar com delinquentes eles acham ótimo
Desde que nenhum parente ou então é lógico
Seus próprios filhos sejam os próximos
E é por isso que
Nós estamos aqui
E ai mano Ice Blue (pânico na Zona Sul), quero ouvir

Pânico na Zona Sul (é, vamo)
Pânico na Zona Sul (pânico, diga)
Pânico na Zona Sul (pânico, pânico)
Pânico na Zona Sul

Racionais vão contar
A realidade das ruas
Que não media outras vidas
A minha e a sua
Viemos falar
Que pra mudar
Temos que parar de se acomodar
E acatar o que nos prejudica

O medo
Sentimento em comum num lugar
Que parece sempre estar esquecido
Desconfiança, insegurança, mano
Pois já se tem a consciência do perigo
E ai?
Mal te conhecem consideram inimigo
E se você der o azar de apenas ser parecido
Malandro, isso não vai ser divertido
Se julgam homens da lei
Mas à respeito eu não sei
Muito cuidado eu terei
Scracth, KLJay!
Eu não serei mais um porque estou esperto
Do que acontece, Ice Blue, (pânico na Zona Sul) quero ouvir

Pânico na Zona Sul (pânico)
Pânico na Zona Sul (pânico na Zona Sul)
Pânico na Zona Sul (Capão Redondo)
Pânico na Zona Sul (011 é só chamar)

1989, o disco Consciência Black 1
Zimbabwe
É assim que é
Pânico
Diga",True,,,,,
Sidoka,Sobrenatural ;7,Sobrenatural ;7,"Depois daquele noite nunca mais me viu chorando
Desculpa pela falta que você que tem sentido
Ela fode muito mano, eu não to brincando
Sabe do perigo nessa luva do menino

Desabilitado, fechado, sobe esse vidro
Ele incomodado, e sua vida não tem sentido
Um milhão no corpo diamante te cega o brilho
(Diamante) te cega o brilho, (diamante) te cega o brilho

Airmax compra na Farfetch
Ela ta mentindo e fingindo que não conhece
Meu Mizuno eu memo customizei
Porém mano acostumei arrependo que eu confiei

Detalhe que é mínimo ta tornando um símbolo
'Cê já olhou no espelho e percebeu seu infinito, pô
Sei que o sobrenatural existe
Isso me motiva algumas vezes não tá triste

O sobrenatural existe
Tem uma magia ligada no bagulho, tá ligado?
Não só fora do normal, como a rotina, né?
Eu prefiro acreditar
Mas seu eu morrer

Memo se morro eternizado aqui eu fico
Ninguém te perguntou se você não gostou do picho
Inacreditável mas ele supera o foco
Esse é meu taxi mano, meu helicóptero

Prefiro ficar em silêncio perante falta de senso
Licença, que eu to passando, é serio, cê tá me vendo
(É sério, cê tá me vendo, sou eu
Agora libera, você vai ver)

Depois daquele noite nunca mais me viu chorando
Desculpa pela falta que você que tem sentido
Ela fode muito mano, eu não tô brincando
Sabe do perigo nessa luva do menino

Desabilitado, fechado, sobe esse vidro
Ele incomodado, e sua vida não tem sentido
Um milhão no corpo diamante te cega o brilho
Te cega o brilho, te cega o brilho

Eu me demiti com a camisa do Boca Junior
Mano eu sabia que deus tinha planejado
Nunca tinha duvidado, mãe eu trouxe esse malote
Talento com esforço bondoso puro deboche

Eu sou o brilho tenta me ofuscar
Kit muito caro de fato de chatear
Desculpa não confiar (desculpa não confiar)
Eu vi sua maldade no olhar

Eu vi sua maldade no olhar
Vi sua maldade no olhar
Eu vi sua maldade no olhar

Depois daquele noite nunca mais me viu chorando (Nunca mais, nunca mais)
Desculpa pela falta que você que tem sentido
Ela fode muito mano, eu não tô brincando
Sabe do perigo nessa luva do menino

Desabilitado, fechado, sobe esse vidro
Ele incomodado, e sua vida não tem sentido
Um milhão no corpo diamante te cega o brilho
Diamante te cega o brilho, (diamante te cega o brilho) Vai que tá bonito, vai
(Diamante te cega o brilho)",True,,,,,
Luan Santana,Meio Termo (Ao Vivo),Luan City 2.0 - Fase 1,"Vida, teu cheiro ainda tá na minha camisa
Toda vez que cê vai, uma parte fica
Só pra me assombrar

Que por mais que eu queira, você não é minha ainda
Se eu der bobeira, o que não falta é marmanjo na fila
Torcendo pra gente não vingar

Mas é a mesma coisa do lado de cá
Se não levar a gente a sério, alguém vai levar
Decide logo, porque água morna serve nem pra chá

Se cê não quiser nada sério, eu espero
Que não se arrependa de me devolver pra rua
Não tem meio termo, eu não sou bagunça
Ou ama pra porra ou porra nenhuma

Se não quer nada sério, eu espero
Que não se arrependa de me devolver pra rua
Não tem meio termo, eu não sou bagunça
Ou ama pra porra ou porra nenhuma

Iê, iê
Ou ama pra porra ou porra nenhuma, PH

Oh, vida, teu cheiro ainda tá na minha camisa
Toda vez que cê vai, uma parte fica
Só pra me assombrar

Que por mais que eu queira, você não é minha ainda
Se eu der bobeira, o que não falta é marmanjo na fila
Torcendo pra gente não vingar

Mas é a mesma coisa do lado de cá
Se não levar a gente a sério, alguém vai levar
Decide logo, porque água morna serve nem pra chá

Se cê não quiser nada sério, eu espero
Que não se arrependa de me devolver pra rua
Não tem meio termo, eu não sou bagunça
Ou ama pra porra ou porra nenhuma

Se não quer nada sério, eu espero
Que não se arrependa de me devolver pra rua
Não tem meio termo, eu não sou bagunça
(Ou ama pra porra)
Na palma assim, só vocês (ou porra nenhuma)

Se não quer nada sério, eu espero
Que não se arrependa de me devolver pra rua
(Não tem meio termo, eu não sou bagunça)
(Ou ama pra porra ou porra nenhuma)

Se não quer nada sério, eu espero
Que não se arrependa de me devolver pra rua
Não tem meio termo, eu não sou bagunça
Ou ama pra porra ou porra nenhuma

Não tem meio termo
Ou ama pra porra ou porra nenhuma, bebê",False,,,,,
MC Rick,Ela Não Presta,RICKNELSO,"(Como é que ela vai)

Quer botadão? Só brota aqui
Na sacanagem que vai ter
Tem maconha, bebida
Balinha, MD

Se tu gosta de foder
Vem pra base então, bebê
Sexo a noite todinha
Até o dia amanhecer

Vem pra base foder
Vem pra base foder

Mesa lotada de uísque
Álcool vai subir pro sangue
Ela é tão bonita
Pena que quer todos da minha gangue
Ela é tão bonita
Pena que quer todos da minha gangue

Conheço quem que não presta
Essa eu já vi no semblante
Conheço quem que não presta
Essa eu já vi no semblante

Tem uma cara de quem não vale
Tá na cara que é viciante (ah, é)
Tem uma cara de quem não vale
Tá na cara que é viciante

Ela não presta, Rick, vou ter que te falar (ah, é)
Ela não presta, Rick, vou ter que te falar
Só presta pra sentar, só, só presta pra chupar (ah, é)
Só presta pra sentar (e aí, Gordão)

Ela não presta, Gordão, vou ter que te falar
Ela não presta, Gordão (ah, é), vou ter que te falar
Só presta pra sentar, só presta pra chupar

Taquei e arrependi
De não ter tacado antes
Taquei e arrependi
Mas foi de não ter tacado antes

Tem uma cara de quem não vale
Tá na cara que é viciante
Ela tem uma cara de quem não vale
Oh, vi no semblante

Eu sei como é as coisa (ah, é)
Eu conheço uma mulher
Eu sei como é as coisa
Eu conheço uma mulher

Se não der moral, elas paga pau
Não gosta de quem fica no pé
Pergunta o Gordão, se é ou não é (ah, é)
Pergunta o Gordão, se é ou não é (ah, é)

Ela não presta, Rick, vou ter que te falar
Ela não presta, Rick, vou ter que te falar
Só presta pra sentar, só presta pra chupar
Só presta pra sentar (e aí, Gordão)

Ela não presta, Gordão, vou ter que te falar (ah, é)
Ela não presta, Gordão, vou ter que te falar
Só presta pra sentar, só presta pra chupar
Só presta pra sentar (ai, caralho, vem!)

Não sou mais o Vitor
Vitor era meu nome de nerd, pai
Agora eu sou o...
Gordão do PC, caralho! Já te falei, hein? (Ah, é)
(Como é que ela vai)",True,,,,,
Oruam,Não Mente Pra Mentiroso,Liberdade,"Oh, fé
Cabelin' na voz, oruam
Não mente pra mentiroso, você quer o mundo
E eu te dei de tudo, você quer o mundo

E sei que não foi o suficiente
Sei que não pensou na gente
Menina louca, eu vi 'cê tirar sua roupa e bagunçou a porra toda

Eu te vesti de Gucci, de Fendi, de Prada
Mas eu prefiro é te ver pelada
Lá em casa, safada

Você falou que nunca mais ia voltar
Mas 'cê levou as chaves
Mas 'cê deixou sua roupa
'Cê morou na minha mente
Bagunçou a porra toda

Não mente pra mentiroso, você quer o mundo
E eu te dei de tudo
E sei que não foi o suficiente
Sei que não pensou na gente
Menina louca, eu vi 'cê tirar sua roupa e bagunçou a porra toda

Não mente pra mentiroso
Gata eu vou jogar teu jogo
Toda fria e eu sou fogo
Chama o bombeiro, senão essa porra não vai apagar
A Patrícia dá chilique
Bairro 13 e a Mainstreet
Manda na porra da city

Qual foi desses invejosos querendo copiar?

Não mente pra mentiroso, você quer o mundo
E eu te dei de tudo
E sei que não foi o suficiente
Sei que não pensou na gente
Menina louca, eu vi 'cê tirar sua roupa e bagunçou a porra toda

Você sabe bem que eu sou porra louca
Não ligo pra nada
Mas só não mente pra mim
Boato rola que eu tenho outra?
É caô tenho nada

Garota, eu só fico contigo
Isso que inventaram, que eu tava com a sua amiga no fim do baile
Tudo mentira
Eu tava dormindo essas horas lá em casa

É só ver meu último vídeo
Te passaram informação errada
Isso é coisa de mina recalcada
Isso é coisa de gente que queria tá no seu lugar

Tem gente que não tem o que fazer
Que não tem o que falar
Não sei se ainda você percebeu
Que o grande amor da sua vida sou eu

Pra que ficar nessas neuroses
Se tu sabe que eu sou todo teu?",True,,,,,
Luan Santana,Clone (Ao Vivo),Clone (Ao Vivo),"Pra começar
Sua mãe vai se encantar comigo
Se eu contar piada pro seu pai
Ele vai cair no riso (e aí?)

Sua amiga mais chata
Vai falar que agora acertou
Churrasquin' em família
Vai perder a graça se eu não for

Agarra o amor e não deixa escapar
Só pra garantir, vou passando aqui
Até você me agarrar

Ah, ah-ah, pensa nos fi' bonito que a gente vai dar
Eu vou soltar foguete se sair seu clone
Cê entra com a beleza e eu com o sobrenome (vai!)

Ah, ah-ah, pensa nos fi' bonito que a gente vai dar
Eu vou soltar foguete se sair seu clone
Cê entra com a beleza e eu entro com o sobrenome

Cadê a mãozinha?
Cadê a mãozinha no céu?
De um lado pro outro
E a sua amiga?

Sua amiga mais chata
Vai falar que agora acertou
Churrasquin' em família
Vai perder a graça se eu não for

Agarra o amor e não deixa escapar
Só pra garantir, vou passando aqui
Até você me agarrar

Ah, ah-ah, pensa nos fi' bonito que a gente vai dar
Eu vou soltar foguete se sair seu clone
Cê entra com a beleza e eu com o sobrenome

Ah, ah-ah, pensa nos fi' bonito que a gente vai dar
Eu vou soltar foguete se sair seu clone
Cê entra com a beleza e eu entro com o sobrenome

Eu vou soltar foguete se sair seu clone
Cê entra com a beleza e eu entro com o sobrenome",False,,,,,
Raimundos,Baculejo,Cantigas de Roda,"Vai, que eu também vou
Vou avançar
Engatado no seu carro
Vai, que eu também vou
Chegando lá

Baculejo lá do céu
Virou o vento a meu favor
Pra onde eu quero
Pra onde você for
Tem um capô atrás do véu
Adonde existe a flor
Esculpida com calor

Enquanto o tempo para pra nós dois
Tudo fica bom depois
Esquece até quem tu é
No meu plano a gente simplifica
É a coisinha mais bonita
Ela me leva onde ela quiser

Vai, que eu também vou
Vou avançar
Engatado no seu carro
Vai, que eu também vou
Chegando lá
Esqueço até quem eu sou

Duas alas reunidas
O café já foi servido
Mas tenho fome sempre que é contigo
Eu te dou o meu chapéu
E te ensino a esperar
Mesmo sem chuva faz você molhar

E quanto tempo falta pra nós dois
Pra tudo ficar bom depois
Esquece até quem tu é
No meu plano a gente simplifica
O teu sorriso já explica
Ela me leva onde ela quiser

Vai, que eu também vou
Vou avançar
Engatado no seu carro
(Você) Vai, que eu também vou
Chegando lá
Esqueço até quem eu sou
Esqueço até quem sou
Esqueço até",False,,,,,
